epoch,step,loss,nll_heldin,nll_heldout,smth_nll_heldin,smth_nll_heldout,wt_kl,wt_co_kl,wt_ic_kl,wt_l2,gnorm,lr,kl_wt,l2_wt,val_loss,val_nll_heldin,val_nll_heldout,smth_val_nll_heldin,smth_val_nll_heldout,val_wt_kl,val_wt_co_kl,val_wt_ic_kl,val_wt_l2
94,94,0.09309145,0.08417545,nan,0.08421848,nan,0.0089150425,0.008576272,0.00033877074,9.5243104e-07,0.030605879,0.01,1.0,1.0,0.09172842,0.08290105,nan,0.08302275,nan,0.008826414,0.00853496,0.0002914541,9.527094e-07
95,95,0.092617445,0.08379035,nan,0.08391879,nan,0.008826147,0.008534876,0.00029127105,9.527094e-07,0.018679865,0.01,1.0,1.0,0.091436386,0.08270508,nan,0.08280038,nan,0.008730351,0.008485668,0.0002446825,9.530286e-07
96,96,0.09142905,0.08269534,nan,0.08306237,nan,0.008732752,0.008488076,0.00024467582,9.530286e-07,0.024612933,0.01,1.0,1.0,0.09146713,0.08279893,nan,0.08279936,nan,0.008667247,0.0084641185,0.00020312931,9.534582e-07
97,97,0.09196522,0.083327696,nan,0.0832481,nan,0.008636572,0.0084335115,0.00020306064,9.534582e-07,0.029403709,0.01,1.0,1.0,0.09100949,0.08245244,nan,0.082556516,nan,0.008556096,0.008391923,0.00016417218,9.537642e-07
98,98,0.09151981,0.08293945,nan,0.08303205,nan,0.008579401,0.00841527,0.00016413149,9.537642e-07,0.010782273,0.01,1.0,1.0,0.09095219,0.08243974,nan,0.082474776,nan,0.008511493,0.008378762,0.00013273151,9.540723e-07
99,99,0.09087243,0.08235773,nan,0.082560025,nan,0.0085137505,0.008381186,0.00013256451,9.540723e-07,0.02513404,0.01,1.0,1.0,0.09093169,0.082394525,nan,0.0824186,nan,0.008536212,0.008427303,0.00010890899,9.544643e-07
100,100,0.09144877,0.0830029,nan,0.08287004,nan,0.008444911,0.008336126,0.00010878456,9.544643e-07,0.024124663,0.01,1.0,1.0,0.090458184,0.08199233,nan,0.08212021,nan,0.008464901,0.00837303,9.186992e-05,9.546596e-07
101,101,0.091183,0.08265988,nan,0.082722925,nan,0.008522169,0.008430407,9.176177e-05,9.546596e-07,0.007818614,0.01,1.0,1.0,0.090543166,0.08213398,nan,0.08212985,nan,0.008408235,0.008327488,8.0747195e-05,9.548886e-07
102,102,0.09080162,0.08240302,nan,0.08249899,nan,0.008397649,0.008316997,8.065153e-05,9.548886e-07,0.030492732,0.01,1.0,1.0,0.09066848,0.082386844,nan,0.082309745,nan,0.008280681,0.008206637,7.4044896e-05,9.553228e-07
103,103,0.09158178,0.083309546,nan,0.08306638,nan,0.008271281,0.008197302,7.397851e-05,9.553228e-07,0.0397869,0.01,1.0,1.0,0.09004833,0.08184121,nan,0.08198177,nan,0.008206167,0.008135332,7.083507e-05,9.554677e-07
104,104,0.090353996,0.08210488,nan,0.082393326,nan,0.008248169,0.008177429,7.073989e-05,9.554677e-07,0.015692722,0.01,1.0,1.0,0.08990426,0.08166445,nan,0.08175965,nan,0.008238857,0.0081699025,6.895413e-05,9.556451e-07
